Image Name | Expected Plate | Detected Plate | Match  | CER 
39335223-39335223_10_0.png | ge100sh | age7100sh | ✗ | 0.71 
39335755-39335755_7_0.png | yr111sh | =yr111sh | ✗ | 0.86 
39340307-39340307_4_2.png | ii365gg | &11365ge | ✗ | 0.43 
39341358-39341358_5_0.png | pp544aa | =pp544aa« | ✗ | 0.71 
39341570-39341570_3_1.png | wg406gw | wg406gh | ✗ | 0.86 
39342189-39342189_9_0.png | hh540ll | fhh540ll | ✗ | 0.86 
39344927-39344927_3_0.png | aa705xx | iaa705xx | ✗ | 0.86 
39349817-39349817_3_0.png | em555ka | eem555ka« | ✗ | 0.71 
39351380-39351380_3_0.png | hh672ll | phh672ll | ✗ | 0.86 
39351607-39351607_4_0.png | vd416dv | fevd416dv | ✗ | 0.71 
39352219-39352219_1_0.png | ii305dd | =1305dd | ✗ | 0.71 
39352939-39352939_12_0.png | mi025ss | eim1025ss« | ✗ | 0.43 
39353213-39353213_11_0.png | hj396jh | hj396jh | ✓ | 1.00 
39353533-39353533_3_0.png | ja100mr | leja100mr | ✗ | 0.71 
39354508-39354508_1_0.png | rhr368 | crhr*368 | ✗ | 0.67 
39356825-39356825_9_0.png | dt333ex | fdt333ex« | ✗ | 0.71 
39357030-39357030_4_0.png | t0700da | to700da | ✗ | 0.86 
39357537-39357537_1_0.png | tn635nt | =tn635nt | ✗ | 0.86 
39358648-39358648_1_0.png | d0011it | do0111t | ✗ | 0.71 
39363006-39363006_1_0.png | zn880nz | zn880nz« | ✗ | 0.86 
39364712-39364712_3_0.png | am030ge | aw040uc | ✗ | 0.43 
39370468-39370468_1_0.png | r0888da | =ro888da | ✗ | 0.71 
39376589-39376589_1_0.png | jj223uu | ejj223uu« | ✗ | 0.71 
39378478-39378478_3_0.png | tm1000a | th1000a | ✗ | 0.86 
39380766-39380766_2_0.png | da788t0 | fa788to« | ✗ | 0.57 
39381020-39381020_4_0.png | mm756mk | imm756mk | ✗ | 0.86 
39381711-39381711_1_0.png | ga3627 | f=ga3627 | ✗ | 0.67 
39383396-39383396_2_1.png | wv270ww | #wv270wh | ✗ | 0.71 
39383853-39383853_1_0.png | kk978ww | kk978wh | ✗ | 0.86 
39387197-39387197_6_0.png | ff361vv | bfe361vv= | ✗ | 0.57 
39388886-39388886_1_0.png | lt297tt | rel12971t | ✗ | 0.43 
39389072-39389072_4_0.png | vq667qv | be\q667qv | ✗ | 0.57 
39391332-39391332_1_0.png | nn051hn | =nn051hna | ✗ | 0.71 
39391731-39391731_6_0.png | s0171fi | ffso171fi | ✗ | 0.57 
39392284-39392284_6_0.png | cyc183 | hoc¥c*183 | ✗ | 0.33 
39392402-39392402_3_0.png | aa315ss | &aa315ss | ✗ | 0.86 
3A4S08.png | 80sp5e | 80sp5e4 | ✗ | 0.83 
3CZL0SL.png | 15u73e | 15u73e | ✓ | 1.00 
3IS8ZZ.png | 778sie | 7782s1e:: | ✗ | 0.33 
3S6CZ8.png | bz395e | b2395e§f | ✗ | 0.50 
3WVV99.png | 55aare | 55aares | ✗ | 0.83 
3Z78V8.png | 8arl7e | 8arl7e | ✓ | 1.00 
3Z97X8.png | 8k262e | 8k2°62e | ✗ | 0.83 
3ZB999.png | 655e2e | 655°eze | ✗ | 0.67 
4.png | 36ro464 | mm30ro464] | ✗ | 0.43 
40.png | 20dq777 | wl20dq777 | ✗ | 0.71 
41.png | 37al876 | rut32al876] | ✗ | 0.29 
42.png | 11ta177 | amtllta177 | ✗ | 0.29 
44.png | 36mc231 | aul36mc231: | ✗ | 0.43 
45.png | 11dd171 | iw44dd171 | ✗ | 0.43 
46.png | 40va440 | ™4gva446) | ✗ | 0.43 
47.png | 84zz999 | mul84zz999 | ✗ | 0.57 
48.png | 37ot007 | ml07otg07: | ✗ | 0.29 
49.png | 01af050 | am161afg50 | ✗ | 0.29 
4Z6LZ8L.png | 1bz1927 | =1bz1927 | ✗ | 0.86 
5.png | 94oc999 | 194oc999 | ✗ | 0.86 
50.png | 80nm800 | aul80nm800 | ✗ | 0.57 
51.png | 36dt299 | os36dt299 | ✗ | 0.71 
52.png | 37al605 | my37al605) | ✗ | 0.57 
53.png | 36xv651 | mt36xv651: | ✗ | 0.57 
54.png | 36rn374 | ul30rn374 | ✗ | 0.57 
55.png | 36pv764 | ml36pv764 | ✗ | 0.71 
56.png | 34st603 | $4st603; | ✗ | 0.71 
57.png | 44vv441 | mgayg44 | ✗ | 0.14 
58.png | 36vm782 | iw36vm782 | ✗ | 0.71 
59.png | 87ng087 | au87ngg87 | ✗ | 0.57 
6.png | 38mx402 | ix!36mx402] | ✗ | 0.29 
60.png | 29rd999 | ml29rd999 | ✗ | 0.71 
61.png | 50on500 | «ul5gon500 | ✗ | 0.43 
613.png | 36zd555 | mw30zd559 | ✗ | 0.43 
615.png | 60ma900 | =60ma906leeeeesee | ✗ | -0.57 
616.png | 73mo007 | aw25mogg7 | ✗ | 0.14 
618.png | 47ta777 | aml47ta777 | ✗ | 0.57 
619.png | 36xx311 | am’30xx511 | ✗ | 0.29 
620.png | 78qq080 | aut78qqg86 | ✗ | 0.29 
621.png | 01tg202 | mw!61tg202 | ✗ | 0.43 
622.png | 34vz377 | nw04vz377] | ✗ | 0.43 
623.png | 34qf966 | aw!04qf966 | ✗ | 0.43 
624.png | 34vv846 | mu04vv846 | ✗ | 0.57 
625.png | 99mg899 | mm99mg899 | ✗ | 0.71 
626.png | 97ss097 | aitsst | ✗ | 0.14 
627.png | 36um433 | aw36um433 | ✗ | 0.71 
63.png | 65vf065 | «ul65veg69 | ✗ | 0.14 
631.png | 35tm705 | mi391m709 | ✗ | 0.29 
632.png | 11aa700 | ™14aa766 | ✗ | 0.43 
633.png | 71vf071 | ww71veg71 | ✗ | 0.43 
635.png | 36ur958 | im30ur958 | ✗ | 0.57 
636.png | 36mg488 | m136hg488 | ✗ | 0.57 
637.png | 37cp216 | om37cp216) | ✗ | 0.57 
638.png | 36xr845 | aw30xr845 | ✗ | 0.57 
639.png | 36rs727 | mm30rs727 | ✗ | 0.57 
64.png | 37cg114 | ww37cg114 | ✗ | 0.71 
640.png | 48ar048 | aul48ar048 | ✗ | 0.57 
641.png | 77ru100 | mt?7ru166u | ✗ | 0.14 
642.png | 35tv572 | aul3dtv972 | ✗ | 0.29 
643.png | 36fu701 | aw00fu | ✗ | 0.00 
644.png | 36gm347 | aw30gm347 | ✗ | 0.57 
647.png | 36sg968 | ms30sa968] | ✗ | 0.29 
648.png | 77lx772 | wm02lx772 | ✗ | 0.43 
649.png | 50an001 | awouang61 | ✗ | 0.14 
65.png | 36mf927 | aw30me927 | ✗ | 0.43 
650.png | 20ou575 | 200n575 | ✗ | 0.71 
652.png | 35sg722 | awl35sg7224) | ✗ | 0.29 
653.png | 36vz031 | aw00vzg31 | ✗ | 0.29 
654.png | 70ta001 | i!7gtag61 | ✗ | 0.29 
655.png | 36tq209 | mi36tq209 | ✗ | 0.71 
656.png | 001ot01 | ig61otg1 | ✗ | 0.43 
657.png | 35dv691 | 139dv6914 | ✗ | 0.57 
658.png | 36uz471 | m136uz471 | ✗ | 0.71 
659.png | 35co472 | idocog72 | ✗ | 0.43 
66.png | 71sg071 | mt7sg674 | ✗ | 0.29 
660.png | 36mf879 | eal00me879 | ✗ | 0.14 
661.png | 36qs557 | m36qs557 | ✗ | 0.86 
662.png | 25am222 | aswai | ✗ | 0.14 
663.png | 32cc111 | il32gg111) | ✗ | 0.29 
664.png | 77ul677 | om2?ul67 | ✗ | 0.29 
665.png | 36nm352 | awl30nm352 | ✗ | 0.43 
666.png | 04so880 | awu4so886 | ✗ | 0.43 
667.png | 60lx060 | aana | ✗ | 0.00 
668.png | 35qz727 | wi39qz727 | ✗ | 0.57 
669.png | 23ll611 | 2511611; | ✗ | 0.43 
67.png | 36td096 | mm00tdu9 | ✗ | 0.14 
671.png | 95qr999 | a°\95r999 | ✗ | 0.43 
672.png | 06uu700 | »»u6uu76 | ✗ | 0.29 
68.png | 58va588 | am58va588 | ✗ | 0.71 
69.png | 35qa066 | su)35qag66: | ✗ | 0.29 
6C83SZ.png | 2se8392 | fe2se8392 | ✗ | 0.71 
6C9H3.png | crr439 | pcrr°439% | ✗ | 0.50 
6CZ86YD.png | kta98739 | kta98739 | ✓ | 1.00 
6CZ975C.png | psz67398 | bepsz67398 | ✗ | 0.75 
6I6CNQ.png | dnj919 | pdnj29194 | ✗ | 0.50 
6S606ZB.png | rz90959 | berz90959] | ✗ | 0.57 
6SH9S0L.png | tos4r59 | atos'4r59} | ✗ | 0.57 
6Z0681BM.png | wra87079 | =o:—concenino | ✗ | -0.62 
6ZR8XA89.png | 8vxr29 | @8vxr29) | ✗ | 0.67 
70.png | 60mm800 | aw60mm866 | ✗ | 0.43 
7ZZ8989.png | 6b68772 | :6b687724 | ✗ | 0.71 
8.png | 77cp772 | m2?cp722] | ✗ | 0.29 
8C403HH.png | hcu738 | }oo=\3]wo< | ✗ | -0.50 
8CZ760.png | dble738 | adble738i | ✗ | 0.71 
8G8HQ0.png | dch898 | dch898) | ✗ | 0.83 
8I0C9JU.png | rp63018 | irp°630185 | ✗ | 0.57 
8J24218.png | 8127tf89 | #8127tf89 | ✗ | 0.88 
8K00BZM.png | 2z53078 | 82753078) | ✗ | 0.57 
8O05N3.png | enqc108 | menqc108) | ✗ | 0.71 
8ZWSM.png | wgm7a86 | bwgm:7a86 | ✗ | 0.71 
8ZX0ZP9.png | 4zdx28 | ©4zdx28: | ✗ | 0.67 
9.png | 80xf080 | ‘600xf080: | ✗ | 0.43 
9AC9Z00.png | ddz63v6 | bddz:63v6) | ✗ | 0.57 
9BCZZHS.png | sh77386 | lon | ✗ | 0.00 
9C16YVZZS.png | 572avl34 | 2572avl349 | ✗ | 0.75 
9C3984.png | 88gfj8 | a88gfj387] | ✗ | 0.33 
9C3HL4M.png | 7thf36 | (a>7thf36) | ✗ | 0.33 
9C69TB.png | rja94367 | arja:94367] | ✗ | 0.62 
9C6M4.png | 74gbj5 | 74gbj5: | ✗ | 0.83 
9CIL089.png | kpo134 | ikkpo134) | ✗ | 0.50 
M246XB102_0.png | m246xb102 | m246xb102 | ✓ | 1.00 
M249TH37_0.png | m249th37 | “m249ths7 | ✗ | 0.75 
M350XP31_0.png | m350xp31 | mm350xp312 | ✗ | 0.75 
M400KH40_0.png | m400kh40 | 1m400kh40: | ✗ | 0.75 
M419BO163_0.png | m419bo163 | m419b0163 | ✗ | 0.89 
M570YP64_0.png | m570yp64 | “m570yp64: | ✗ | 0.75 
M600CO37_0.png | m600co37 | mm600cco37 | ✗ | 0.75 
M613MM48_0.png | m613mm48 | m613mm\48; | ✗ | 0.75 
M646AA197_0.png | m646aa197 | ‘m646aa197 | ✗ | 0.89 
M650TH116_0.png | m650th116 | m650th116 | ✓ | 1.00 
M670AB99_0.png | m670ab99 | m670ab92: | ✗ | 0.75 
M701PH36_0.png | m701ph36 | *m701ph36: | ✗ | 0.75 
O001KP43_0.png | o001kp43 | 0001xpp43: | ✗ | 0.50 
O005BY199.png | o005by199 | 90005by13:dz | ✗ | 0.33 
O005HY177.png | o005hy177 | o00suy1774 | ✗ | 0.67 
O008PP36.png | o008pp36 | 0008pp26) | ✗ | 0.62 
P006CA71.png | p006ca71 | tpo006caa71) | ✗ | 0.50 
P007XT199_0.png | p007xt199 | lpootxt19 | ✗ | 0.44 
P008BM197_0.png | p008bm197 | p008bmm197 | ✗ | 0.89 
P009EX77.png | p009ex77 | e009ex77] | ✗ | 0.75 
P010AM197_0.png | p010am197 | p010am192 | ✗ | 0.89 
P010PP190.png | p010pp190 | po10pp190: | ✗ | 0.78 
P016TT123.png | p016tt123 | [e016tt123] | ✗ | 0.67 
P059BB31_0.png | p059bb31 | pp059bb31 | ✗ | 0.88 
P062TC36.png | p062tc36 | (p062tc36} | ✗ | 0.75 
T023TO178.png | t023to178 | [1023to17 | ✗ | 0.67 
T031TH71.png | t031th71 | s7031th? | ✗ | 0.50 
T038ET49.png | t038et49 | 1038et4 | ✗ | 0.75 
T047XP197.png | t047xp197 | t047xpp192) | ✗ | 0.67 
T070PH163.png | t070ph163 | totophiesf | ✗ | 0.22 
T072HX35_0.png | t072hx35 | *to72hx35: | ✗ | 0.62 
X005YM150_0.png | x005ym150 | xoosym150 | ✗ | 0.67 
X007AA72.png | x007aa72 | yx007aa126 | ✗ | 0.62 
X007AT77.png | x007at77 | xoo7atzz: | ✗ | 0.38 
X011HP750.png | x011hp750 | ixo11hp750] | ✗ | 0.67 
X013PB163.png | x013pb163 | x013pb\162: | ✗ | 0.67 
X013TK163.png | x013tk163 | 1x0137k163 | ✗ | 0.78 
X015OB116.png | x015ob116 | x0150b116 | ✗ | 0.89 
X022AB193.png | x022ab193 | ;x022ab1 | ✗ | 0.67 
X028KH64.png | x028kh64 | ixo28kh64] | ✗ | 0.62 
X035PY163.png | x035py163 | xo35py163 | ✗ | 0.89 
Y001XP102.png | y001xp102 | 1y001xpp102! | ✗ | 0.67 
Y003EA197.png | y003ea197 | ryoo3ea197] | ✗ | 0.56 
Y003EC174.png | y003ec174 | yo0s3eec174 | ✗ | 0.67 
Y008XB199.png | y008xb199 | iy008xb)192: | ✗ | 0.56 
Y019XH27.png | y019xh27 | ¥019xh225 | ✗ | 0.62 


Summary:
Total images processed: 250
Successful matches: 6 (2.40%)
Failed matches: 244 (97.60%)
CER: 55.90%
35.57 second
Images with no detected text (246):
- 005A4.png
- 00C80X2.png
- 00PP8S.png
- 00QR8J.png
- 02WE605T.png
- 06K6BM.png
- 06NXXL.png
- 06NYXZ.png
- 06ZFLH0.png
- 09ANL0M.png
- 0BCZ19C.png
- 0C7J9Z.png
- 0C9S6H.png
- 0CC9049.png
- 0G99Z.png
- 0L868S86.png
- 0P0X569.png
- 0RZ98AS.png
- 0X009B.png
- 0Z0928SV.png
- 11.png
- 3.png
- 34.png
- 35.png
- 38.png
- 39.png
- 39325856-39325856_4_0.png
- 39326224-39326224_11_0.png
- 39332275-39332275_1_0.png
- 39335077-39335077_6_0.png
- 39335223-39335223_6_0.png
- 39335560-39335560_8_0.png
- 39336944-39336944_5_0.png
- 39338298-39338298_3_0.png
- 39339381-39339381_6_0.png
- 39340307-39340307_4_0.png
- 39340307-39340307_4_1.png
- 39340309-39340309_4_0.png
- 39340483-39340483_1_0.png
- 39341069-39341069_3_0.png
- 39341326-39341326_2_0.png
- 39341570-39341570_3_0.png
- 39342071-39342071_2_0.png
- 39342363-39342363_4_0.png
- 39342502-39342502_7_0.png
- 39342601-39342601_3_0.png
- 39342601-39342601_3_1.png
- 39342752-39342752_2_0.png
- 39342961-39342961_2_0.png
- 39343230-39343230_3_0.png
- 39343409-39343409_14_0.png
- 39343593-39343593_2_0.png
- 39345138-39345138_7_0.png
- 39346537-39346537_2_0.png
- 39348536-39348536_3_0.png
- 39348832-39348832_2_0.png
- 39350694-39350694_4_0.png
- 39352330-39352330_14_0.png
- 39352652-39352652_12_0.png
- 39353905-39353905_4_0.png
- 39355038-39355038_8_0.png
- 39355670-39355670_1_0.png
- 39357012-39357012_2_0.png
- 39357041-39357041_4_0.png
- 39357315-39357315_5_0.png
- 39357570-39357570_6_0.png
- 39359460-39359460_4_0.png
- 39359595-39359595_4_0.png
- 39359675-39359675_10_0.png
- 39362622-39362622_2_0.png
- 39363751-39363751_4_0.png
- 39364628-39364628_1_0.png
- 39371738-39371738_8_0.png
- 39372956-39372956_1_0.png
- 39378886-39378886_5_0.png
- 39380451-39380451_4_0.png
- 39381651-39381651_9_0.png
- 39382700-39382700_2_0.png
- 39383243-39383243_8_0.png
- 39383375-39383375_7_0.png
- 39383902-39383902_3_0.png
- 39385306-39385306_6_0.png
- 39386486-39386486_4_0.png
- 39386594-39386594_4_0.png
- 39386594-39386594_4_1.png
- 39386643-39386643_5_0.png
- 39387941-39387941_2_0.png
- 39388174-39388174_3_0.png
- 39390335-39390335_1_0.png
- 39390449-39390449_2_0.png
- 39390627-39390627_4_0.png
- 39391182-39391182_4_0.png
- 39391354-39391354_3_0.png
- 39392163-39392163_5_0.png
- 39392857-39392857_5_0.png
- 39392913-39392913_6_0.png
- 39393001-39393001_3_0.png
- 39393481-39393481_3_0.png
- 3A3898.png
- 3BV29.png
- 3CAS0Z.png
- 3CNWM6.png
- 3CW9CV.png
- 3CWWW6.png
- 3CZ86SC.png
- 3G3CC8.png
- 3GAS08.png
- 3GV0V9.png
- 3LC69Q.png
- 3OZZ4L.png
- 3XOVZ9.png
- 3ZQSV8.png
- 3ZZ96C.png
- 43.png
- 4BPVS8.png
- 4TZSRNN.png
- 614.png
- 617.png
- 62.png
- 628.png
- 629.png
- 630.png
- 634.png
- 645.png
- 646.png
- 651.png
- 670.png
- 673.png
- 674.png
- 6BZCZLSJ.png
- 6CII09Z.png
- 6CIL0025.png
- 6CL8L09.png
- 6CZ9ZS9.png
- 6I1XC6.png
- 6NZVT.png
- 6P2CHJ.png
- 6P7XX99.png
- 6PEWM.png
- 6PII8B.png
- 6PTXX99.png
- 6S9CJV.png
- 6S9S0L.png
- 6SCZP1T.png
- 6Z900HH.png
- 6Z9C099.png
- 6ZL8H9.png
- 7.png
- 702.png
- 8C8C0V1.png
- 8C8RS.png
- 8D929R.png
- 8IZZ7O0.png
- 8K66MC.png
- 8PIZ0T.png
- 8Z9L.png
- 8ZL0139.png
- 8ZZ903C.png
- 9B8C9JY.png
- 9C999.png
- M222XC16_0.png
- M282MM46_0.png
- M331AX46_0.png
- M337MP68_0.png
- M400CC47_0.png
- M408PK86_0.png
- M490XM54_0.png
- M500EP163_0.png
- M505AM116_0.png
- M702BO31_0.png
- O001BA161.png
- O001MX54_0.png
- O001TO22.png
- O002HX98_0.png
- O002OO97.png
- O003BC73.png
- O003CT72.png
- O003TX96.png
- O003XY777.png
- O005AB05.png
- O005CB54.png
- O005HX72.png
- O005YB55.png
- O006AO136.png
- O007KO78.png
- O007OC750.png
- O007PO52.png
- O009PP777.png
- P007KK99.png
- P007PC63.png
- P008OM34_0.png
- P009OO152.png
- P010KX72.png
- P011EY56.png
- P011YE71.png
- P012YY66.png
- P015AT63.png
- P022KO78.png
- P023YT57.png
- P035OP39.png
- P041EX14.png
- T009PP190.png
- T010EB66_0.png
- T013YB178.png
- T014YC56.png
- T017PC178.png
- T022OH69.png
- T024BX799.png
- T031KX77.png
- T033YE54_0.png
- T040TT42.png
- T040YK174.png
- T042KE72.png
- T042KK54.png
- T053BK799.png
- T060XX06.png
- T067TT61.png
- X005AT61.png
- X005CY777.png
- X006EH178.png
- X006HY190.png
- X006XK47.png
- X007XX47.png
- X012AK96.png
- X013OO61.png
- X020KX97.png
- X020XC750.png
- X025HY61.png
- X039XT190.png
- Y001XO150.png
- Y001XT177.png
- Y003TY52.png
- Y004CY777.png
- Y007PP777.png
- Y007TH96.png
- Y007XE777.png
- Y009AA197.png
- Y009BX197.png
- Y009TY178.png
- Y015HK33.png
- Y016YC102.png
- Y018YK199.png
- Y020PA77.png
- Y023OE178.png
- Y024BH26.png
- Y026HE33.png
